product_id,product_name,category,sub_category,total_orders,total_units,total_sales,total_profit,profit_margin_pct,total_shipping_cost,shipping_cost_pct,avg_shipping_days
FUR-SAF-10004252,"SAFCO Executive Leather Armchair, Adjustable",Furniture,Chairs,2,10,2969.09,-1345.51,-45.32,210.42,7.09,6.00
FUR-SAF-10004426,"Safco 3-Shelf Cabinet, Traditional",Furniture,Bookcases,3,7,658.47,-180.69,-27.44,33.67,5.11,4.00
FUR-SAF-10004525,"SAFCO Swivel Stool, Red",Furniture,Chairs,3,10,772.53,-67.17,-8.69,101.81,13.18,3.33
FUR-SAF-10004530,"Safco Floating Shelf Set, Traditional",Furniture,Bookcases,6,17,2990.45,1117.22,37.36,374.25,12.51,3.67
FUR-SAF-10004664,"SAFCO Steel Folding Chair, Set of Two",Furniture,Chairs,3,6,316.66,15.70,4.96,52.18,16.48,2.67
FUR-SAU-10000209,"Sauder Corner Shelving, Metal",Furniture,Bookcases,4,4,484.31,67.43,13.92,55.92,11.55,4.00
FUR-SAU-10000637,"Sauder Library with Doors, Metal",Furniture,Bookcases,4,4,1548.36,510.84,32.99,115.70,7.47,5.00
FUR-SAU-10000745,"Sauder 3-Shelf Cabinet, Pine",Furniture,Bookcases,2,3,504.09,115.92,23.00,74.69,14.82,3.50
FUR-SAU-10000893,"Sauder Stackable Bookrack, Mobile",Furniture,Bookcases,7,18,2539.99,663.49,26.12,228.18,8.98,4.86
FUR-SAU-10001776,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,8,17,2059.56,447.45,21.73,390.45,18.96,4.13
FUR-SAU-10002043,"Sauder Floating Shelf Set, Metal",Furniture,Bookcases,1,2,388.08,93.12,24.00,34.28,8.83,3.00
FUR-SAU-10002167,"Sauder 3-Shelf Cabinet, Metal",Furniture,Bookcases,1,2,132.91,-83.09,-62.52,17.19,12.93,4.00
FUR-SAU-10002255,"Sauder Classic Bookcase, Pine",Furniture,Bookcases,4,13,5685.42,966.42,17.00,581.27,10.22,3.25
FUR-SAU-10002331,"Sauder Library with Doors, Traditional",Furniture,Bookcases,5,6,1821.86,-480.70,-26.39,155.38,8.53,4.40
FUR-SAU-10002540,"Sauder Stackable Bookrack, Traditional",Furniture,Bookcases,5,7,541.23,-329.22,-60.83,69.21,12.79,4.00
FUR-SAU-10002642,"Sauder 3-Shelf Cabinet, Traditional",Furniture,Bookcases,4,5,600.05,-58.45,-9.74,97.49,16.25,3.00
FUR-SAU-10002714,"Sauder Corner Shelving, Pine",Furniture,Bookcases,4,5,535.15,-59.47,-11.11,44.43,8.30,4.50
FUR-SAU-10003188,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,3,5,657.10,194.05,29.53,35.28,5.37,5.33
FUR-SAU-10003203,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases,2,3,270.72,-28.80,-10.64,25.62,9.46,4.00
FUR-SAU-10003694,"Sauder Library with Doors, Mobile",Furniture,Bookcases,4,7,1287.50,-1034.06,-80.32,152.18,11.82,3.00
FUR-SAU-10003795,"Sauder Corner Shelving, Traditional",Furniture,Bookcases,2,3,441.90,30.87,6.99,70.51,15.96,3.00
FUR-SAU-10003872,"Sauder Floating Shelf Set, Pine",Furniture,Bookcases,6,9,1763.37,405.54,23.00,236.27,13.40,3.00
FUR-SAU-10003928,"Sauder Classic Bookcase, Metal",Furniture,Bookcases,2,2,870.90,130.62,15.00,118.23,13.58,1.50
FUR-SAU-10003933,"Sauder Classic Bookcase, Mobile",Furniture,Bookcases,2,3,1315.53,591.93,45.00,137.49,10.45,4.50
FUR-SAU-10004053,"Sauder Floating Shelf Set, Mobile",Furniture,Bookcases,6,18,3547.80,1312.20,36.99,362.53,10.22,4.00
FUR-SAU-10004137,"Sauder Floating Shelf Set, Traditional",Furniture,Bookcases,6,12,1945.79,474.47,24.38,199.18,10.24,3.67
FUR-SAU-10004221,"Sauder Corner Shelving, Mobile",Furniture,Bookcases,5,16,2397.12,719.04,30.00,355.44,14.83,3.20
FUR-SAU-10004653,"Sauder Classic Bookcase, Traditional",Furniture,Bookcases,9,21,8894.20,3491.95,39.26,942.02,10.59,4.56
FUR-TA-10000022,"Hon Conference Table, Adjustable Height",Furniture,Tables,1,4,3694.68,886.68,24.00,382.77,10.36,5.00
FUR-TA-10000038,"Chromcraft Conference Table, Adjustable Height",Furniture,Tables,1,3,1837.21,183.64,10.00,107.98,5.88,4.00
FUR-TA-10000052,"Hon Training Table, Adjustable Height",Furniture,Tables,2,7,2109.81,726.54,34.44,201.18,9.54,4.50
FUR-TA-10000073,"Lesro Coffee Table, Adjustable Height",Furniture,Tables,1,3,533.80,-144.89,-27.14,36.21,6.78,2.00
FUR-TA-10000075,"Bevis Coffee Table, Fully Assembled",Furniture,Tables,1,4,511.44,-191.88,-37.52,58.14,11.37,0.00
FUR-TA-10000115,"Barricks Coffee Table, Fully Assembled",Furniture,Tables,1,3,272.67,-499.98,-183.36,21.13,7.75,5.00
FUR-TA-10000136,"Chromcraft Conference Table, Adjustable Height",Furniture,Tables,2,7,2682.90,-93.44,-3.48,418.83,15.61,4.50
FUR-TA-10000147,"Lesro Coffee Table, Rectangular",Furniture,Tables,2,8,1148.02,-628.94,-54.78,90.53,7.89,3.50
FUR-TA-10000164,"Lesro Training Table, Fully Assembled",Furniture,Tables,1,4,1081.08,43.20,4.00,92.14,8.52,6.00
FUR-TA-10000184,"Barricks Conference Table, Fully Assembled",Furniture,Tables,3,11,7540.97,1344.55,17.83,555.06,7.36,4.00
FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,5,27,9917.64,-2876.11,-29.00,1133.62,11.43,4.00
FUR-TA-10000207,"Chromcraft Round Table, Fully Assembled",Furniture,Tables,2,13,3326.85,-1851.18,-55.64,207.17,6.23,5.00
FUR-TA-10000222,"Bevis Training Table, Adjustable Height",Furniture,Tables,2,9,1894.90,43.78,2.31,106.50,5.62,4.00
FUR-TA-10000226,"Chromcraft Conference Table, with Bottom Storage",Furniture,Tables,2,5,3577.95,-218.25,-6.10,845.16,23.62,5.00
FUR-TA-10000245,"Chromcraft Computer Table, Adjustable Height",Furniture,Tables,3,7,1366.57,201.91,14.77,114.11,8.35,4.00
FUR-TA-10000283,"Hon Wood Table, with Bottom Storage",Furniture,Tables,1,4,1487.72,-488.92,-32.86,124.40,8.36,5.00
FUR-TA-10000299,"Lesro Round Table, Adjustable Height",Furniture,Tables,2,7,1735.04,-681.43,-39.27,313.79,18.09,3.00
FUR-TA-10000304,"Barricks Training Table, with Bottom Storage",Furniture,Tables,1,3,381.96,-181.44,-47.50,2.89,0.76,2.00
FUR-TA-10000310,"Barricks Training Table, Rectangular",Furniture,Tables,3,9,1200.30,-676.02,-56.32,194.85,16.23,3.33
FUR-TA-10000317,"Barricks Computer Table, Fully Assembled",Furniture,Tables,1,4,1022.53,332.29,32.50,105.03,10.27,4.00
FUR-TA-10000323,"Lesro Round Table, Fully Assembled",Furniture,Tables,3,12,2720.88,0.00,0.00,285.71,10.50,4.00
FUR-TA-10000347,"Hon Computer Table, Adjustable Height",Furniture,Tables,1,7,2228.64,-754.41,-33.85,440.25,19.75,3.00
FUR-TA-10000355,"Bevis Wood Table, with Bottom Storage",Furniture,Tables,1,1,320.17,-170.78,-53.34,32.07,10.02,2.00
FUR-TA-10000360,"Chromcraft Wood Table, Fully Assembled",Furniture,Tables,1,4,871.18,-387.26,-44.45,59.11,6.79,5.00
FUR-TA-10000403,"Barricks Computer Table, Fully Assembled",Furniture,Tables,1,1,477.84,14.31,2.99,52.69,11.03,2.00
FUR-TA-10000403,"Barricks Wood Table, Adjustable Height",Furniture,Tables,1,2,311.47,-643.73,-206.67,24.54,7.88,4.00
FUR-TA-10000434,"Chromcraft Coffee Table, with Bottom Storage",Furniture,Tables,2,5,833.32,-328.58,-39.43,200.84,24.10,2.00
FUR-TA-10000478,"Bevis Round Table, Fully Assembled",Furniture,Tables,2,10,2771.52,484.92,17.50,226.85,8.19,5.00
FUR-TA-10000486,"Barricks Wood Table, Adjustable Height",Furniture,Tables,4,15,3183.93,484.23,15.21,287.42,9.03,3.75
FUR-TA-10000490,"Lesro Training Table, with Bottom Storage",Furniture,Tables,1,6,854.78,-241.96,-28.31,47.72,5.58,4.00
FUR-TA-10000518,"Chromcraft Round Table, Fully Assembled",Furniture,Tables,1,1,249.90,28.10,11.24,26.11,10.45,3.00
FUR-TA-10000519,"Bevis Computer Table, Fully Assembled",Furniture,Tables,1,7,692.33,-1315.55,-190.02,57.33,8.28,5.00
FUR-TA-10000558,"Hon Wood Table, Rectangular",Furniture,Tables,2,4,1798.26,359.58,20.00,177.14,9.85,5.00
FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,8,29,7242.78,-532.76,-7.36,703.64,9.72,4.63
FUR-TA-10000591,"Chromcraft Training Table, with Bottom Storage",Furniture,Tables,1,7,993.62,-397.64,-40.02,58.71,5.91,2.00
FUR-TA-10000593,"Chromcraft Training Table, Fully Assembled",Furniture,Tables,1,2,304.38,60.86,19.99,15.00,4.93,7.00
FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,6,22,4334.83,430.07,9.92,406.76,9.38,3.00
FUR-TA-10000637,"Bevis Conference Table, Rectangular",Furniture,Tables,2,5,1842.66,153.46,8.33,97.87,5.31,6.00
FUR-TA-10000649,"Barricks Computer Table, with Bottom Storage",Furniture,Tables,2,12,4032.25,115.09,2.85,236.70,5.87,5.50
FUR-TA-10000649,"Bevis Computer Table, Adjustable Height",Furniture,Tables,1,4,1181.02,-334.70,-28.34,86.99,7.37,6.00
FUR-TA-10000665,"Bevis Computer Table, Fully Assembled",Furniture,Tables,4,10,3506.15,-994.15,-28.35,353.09,10.07,4.50
FUR-TA-10000670,"Chromcraft Coffee Table, Adjustable Height",Furniture,Tables,1,2,538.56,166.92,30.99,73.73,13.69,5.00
FUR-TA-10000671,"Barricks Conference Table, with Bottom Storage",Furniture,Tables,3,8,3870.20,-822.44,-21.25,404.27,10.45,3.00
FUR-TA-10000687,"Bevis Conference Table, with Bottom Storage",Furniture,Tables,1,7,3427.15,-452.81,-13.21,586.57,17.12,1.00
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,6,18,3354.90,100.21,2.99,357.11,10.64,4.50
FUR-TA-10000695,"Lesro Wood Table, Rectangular",Furniture,Tables,2,5,1240.00,310.00,25.00,92.17,7.43,5.00
FUR-TA-10000750,"Hon Round Table, Fully Assembled",Furniture,Tables,3,8,1517.64,-414.04,-27.28,189.61,12.49,4.67
FUR-TA-10000789,"Lesro Training Table, with Bottom Storage",Furniture,Tables,2,4,680.96,143.36,21.05,103.48,15.20,5.00
FUR-TA-10000805,"Bevis Wood Table, Adjustable Height",Furniture,Tables,1,4,1428.80,628.64,44.00,150.07,10.50,4.00
FUR-TA-10000849,Bevis Rectangular Conference Tables,Furniture,Tables,4,13,1007.26,-586.85,-58.26,64.03,6.36,4.75
FUR-TA-10000855,"Chromcraft Training Table, Rectangular",Furniture,Tables,1,2,112.58,-232.70,-206.70,5.12,4.55,5.00
FUR-TA-10000861,"Barricks Conference Table, with Bottom Storage",Furniture,Tables,1,3,1360.62,-979.65,-72.00,91.18,6.70,6.00
FUR-TA-10000927,"Bevis Conference Table, Fully Assembled",Furniture,Tables,1,3,740.18,-407.14,-55.01,231.52,31.28,2.00
FUR-TA-10000945,"Bevis Coffee Table, Adjustable Height",Furniture,Tables,1,3,640.74,301.14,47.00,133.60,20.85,2.00
FUR-TA-10000962,"Hon Conference Table, Adjustable Height",Furniture,Tables,3,8,4673.78,-942.23,-20.16,283.54,6.07,5.67
FUR-TA-10000963,"Chromcraft Round Table, with Bottom Storage",Furniture,Tables,1,3,747.36,-93.42,-12.50,131.21,17.56,2.00
FUR-TA-10000971,"Bevis Training Table, Rectangular",Furniture,Tables,1,6,1995.30,638.46,32.00,141.56,7.09,5.00
FUR-TA-10000989,"Lesro Conference Table, Rectangular",Furniture,Tables,3,15,7525.33,726.73,9.66,720.82,9.58,6.67
FUR-TA-10000991,"Lesro Computer Table, Adjustable Height",Furniture,Tables,1,4,908.61,-193.15,-21.26,202.39,22.27,1.00
FUR-TA-10001039,KI Adjustable-Height Table,Furniture,Tables,11,47,2764.24,-226.14,-8.18,388.96,14.07,3.64
FUR-TA-10001056,"Barricks Conference Table, Adjustable Height",Furniture,Tables,1,1,636.49,109.09,17.14,127.59,20.05,4.00
FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,Tables,5,26,2979.01,54.72,1.84,204.90,6.88,4.60
FUR-TA-10001089,"Hon Computer Table, with Bottom Storage",Furniture,Tables,1,6,2076.61,59.17,2.85,142.46,6.86,5.00
FUR-TA-10001090,"Chromcraft Round Table, Rectangular",Furniture,Tables,1,5,464.67,-836.43,-180.01,27.56,5.93,7.00
FUR-TA-10001095,Chromcraft Round Conference Tables,Furniture,Tables,13,61,8209.07,-189.99,-2.31,756.79,9.22,4.23
FUR-TA-10001100,"Barricks Computer Table, Fully Assembled",Furniture,Tables,1,4,511.26,-178.98,-35.01,8.83,1.73,4.00
FUR-TA-10001100,"Lesro Training Table, Adjustable Height",Furniture,Tables,2,8,1156.23,144.39,12.49,210.18,18.18,4.00
FUR-TA-10001113,"Barricks Training Table, Fully Assembled",Furniture,Tables,3,17,2286.36,-649.20,-28.39,131.88,5.77,4.67
FUR-TA-10001116,"Barricks Conference Table, Fully Assembled",Furniture,Tables,1,6,5451.30,327.06,6.00,320.27,5.88,6.00
FUR-TA-10001192,"Hon Training Table, Fully Assembled",Furniture,Tables,1,5,891.12,89.02,9.99,17.85,2.00,6.00
FUR-TA-10001205,"Chromcraft Wood Table, Rectangular",Furniture,Tables,2,12,3955.94,153.62,3.88,740.23,18.71,3.50
FUR-TA-10001226,"Hon Conference Table, Rectangular",Furniture,Tables,1,2,1102.86,55.14,5.00,57.03,5.17,4.00
FUR-TA-10001228,"Bevis Training Table, Rectangular",Furniture,Tables,1,5,914.51,-598.69,-65.47,85.46,9.34,6.00
FUR-TA-10001229,"Chromcraft Computer Table, Rectangular",Furniture,Tables,1,6,1411.20,405.72,28.75,262.11,18.57,3.00
FUR-TA-10001237,"Barricks Coffee Table, Fully Assembled",Furniture,Tables,3,10,2705.52,-82.08,-3.03,173.22,6.40,3.00
FUR-TA-10001272,"Barricks Training Table, Fully Assembled",Furniture,Tables,1,2,341.09,-76.75,-22.50,28.75,8.43,2.00
FUR-TA-10001276,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables,1,6,1512.00,498.96,33.00,356.84,23.60,3.00
FUR-TA-10001276,"Lesro Training Table, Fully Assembled",Furniture,Tables,1,4,216.22,-245.06,-113.34,56.61,26.18,2.00
FUR-TA-10001285,"Chromcraft Conference Table, Fully Assembled",Furniture,Tables,1,6,2797.25,-0.07,0.00,320.38,11.45,6.00
FUR-TA-10001289,"Lesro Conference Table, Fully Assembled",Furniture,Tables,1,1,458.16,57.26,12.50,100.10,21.85,2.00
FUR-TA-10001306,"Hon Wood Table, Adjustable Height",Furniture,Tables,2,11,3129.98,352.04,11.25,244.89,7.82,4.00
FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,5,14,3739.12,608.04,16.26,285.15,7.63,5.40
FUR-TA-10001327,"Barricks Training Table, Rectangular",Furniture,Tables,1,2,334.82,18.92,5.65,42.27,12.62,6.00
FUR-TA-10001359,"Chromcraft Training Table, with Bottom Storage",Furniture,Tables,2,5,1152.59,-139.21,-12.08,38.65,3.35,4.00
FUR-TA-10001360,"Bevis Round Table, Rectangular",Furniture,Tables,3,14,5632.10,1732.82,30.77,469.88,8.34,4.33
FUR-TA-10001371,"Chromcraft Coffee Table, Fully Assembled",Furniture,Tables,2,11,769.87,-569.49,-73.97,89.89,11.68,4.50
FUR-TA-10001386,"Lesro Conference Table, Fully Assembled",Furniture,Tables,2,7,3994.58,145.91,3.65,251.36,6.29,4.00
FUR-TA-10001433,"Barricks Coffee Table, Adjustable Height",Furniture,Tables,2,4,850.33,157.81,18.56,55.34,6.51,5.00
FUR-TA-10001433,"Bevis Round Table, with Bottom Storage",Furniture,Tables,2,2,637.37,-326.47,-51.22,24.72,3.88,6.00
FUR-TA-10001494,"Lesro Wood Table, Adjustable Height",Furniture,Tables,2,10,3287.34,-1362.06,-41.43,361.80,11.01,4.00
FUR-TA-10001496,"Barricks Computer Table, Fully Assembled",Furniture,Tables,3,12,3058.18,-305.90,-10.00,277.88,9.09,4.00
FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,9,39,2298.12,-12.14,-0.53,184.58,8.03,4.11
FUR-TA-10001531,"Lesro Training Table, Adjustable Height",Furniture,Tables,4,18,2891.47,-1596.47,-55.21,243.36,8.42,4.00
FUR-TA-10001539,Chromcraft Rectangular Conference Tables,Furniture,Tables,9,30,4952.67,-450.24,-9.09,449.42,9.07,3.78
FUR-TA-10001549,"Barricks Coffee Table, Rectangular",Furniture,Tables,3,15,2960.79,-1032.06,-34.86,261.88,8.84,4.33
FUR-TA-10001558,"Barricks Training Table, Rectangular",Furniture,Tables,1,2,379.04,63.14,16.66,25.78,6.80,5.00
FUR-TA-10001572,"Hon Wood Table, Rectangular",Furniture,Tables,1,5,1410.40,-88.20,-6.25,215.13,15.25,3.00
FUR-TA-10001595,"Chromcraft Coffee Table, Adjustable Height",Furniture,Tables,2,4,574.47,-79.05,-13.76,89.60,15.60,3.50
FUR-TA-10001600,"Lesro Coffee Table, Fully Assembled",Furniture,Tables,1,6,811.10,-20.38,-2.51,86.26,10.63,0.00
FUR-TA-10001602,"Barricks Round Table, Adjustable Height",Furniture,Tables,2,6,940.24,-752.24,-80.01,102.46,10.90,4.00
FUR-TA-10001622,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables,2,10,1579.20,-100.80,-6.38,100.12,6.34,3.00
FUR-TA-10001633,"Bevis Wood Table, with Bottom Storage",Furniture,Tables,4,18,6723.48,-2113.62,-31.44,553.67,8.23,4.75
FUR-TA-10001642,"Lesro Round Table, Rectangular",Furniture,Tables,2,17,4076.19,50.93,1.25,553.60,13.58,3.00
FUR-TA-10001664,"Chromcraft Conference Table, with Bottom Storage",Furniture,Tables,3,8,6981.36,488.64,7.00,171.51,2.46,4.00
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Furniture,Tables,9,22,653.12,-148.40,-22.72,38.66,5.92,3.22
FUR-TA-10001691,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Furniture,Tables,1,2,136.46,15.35,11.25,29.02,21.27,2.00
FUR-TA-10001693,"Bevis Training Table, with Bottom Storage",Furniture,Tables,1,2,267.98,-341.74,-127.52,21.49,8.02,4.00
FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Furniture,Tables,4,19,3401.60,210.47,6.19,727.68,21.39,3.25
FUR-TA-10001726,"Bevis Coffee Table, Fully Assembled",Furniture,Tables,1,4,681.92,170.48,25.00,116.61,17.10,7.00
FUR-TA-10001726,"Bevis Conference Table, with Bottom Storage",Furniture,Tables,1,2,1200.89,-147.85,-12.31,75.79,6.31,5.00
FUR-TA-10001740,"Barricks Conference Table, Adjustable Height",Furniture,Tables,2,4,2061.01,48.45,2.35,118.80,5.76,4.50
FUR-TA-10001744,"Lesro Coffee Table, Adjustable Height",Furniture,Tables,1,2,508.38,172.80,33.99,1.98,0.39,0.00
FUR-TA-10001768,Hon Racetrack Conference Tables,Furniture,Tables,6,22,3963.91,-598.52,-15.10,283.78,7.16,2.83
FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",Furniture,Tables,4,19,3603.29,311.82,8.65,368.36,10.22,3.00
FUR-TA-10001786,"Chromcraft Computer Table, with Bottom Storage",Furniture,Tables,5,30,11138.96,761.96,6.84,740.99,6.65,4.20
FUR-TA-10001833,"Bevis Round Table, Fully Assembled",Furniture,Tables,1,2,623.59,62.35,10.00,28.53,4.58,4.00
FUR-TA-10001857,Balt Solid Wood Rectangular Table,Furniture,Tables,4,11,828.10,-216.25,-26.11,86.65,10.46,3.50
FUR-TA-10001866,Bevis Round Conference Room Tables and Bases,Furniture,Tables,2,4,519.94,-39.44,-7.59,47.61,9.16,5.50
FUR-TA-10001889,"Bevis Conference Table, Fully Assembled",Furniture,Tables,4,15,11186.04,-749.77,-6.70,1704.38,15.24,2.00
FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,7,33,9544.72,-1934.40,-20.27,736.08,7.71,5.14
FUR-TA-10001930,"Bevis Computer Table, with Bottom Storage",Furniture,Tables,1,3,794.74,99.34,12.50,103.16,12.98,7.00
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,6,22,5098.17,-404.00,-7.92,691.53,13.56,4.00
FUR-TA-10001935,"Hon Coffee Table, Fully Assembled",Furniture,Tables,2,3,190.42,-733.16,-385.02,21.01,11.03,6.00
FUR-TA-10001950,Balt Solid Wood Round Tables,Furniture,Tables,4,19,6518.76,-1201.06,-18.42,494.28,7.58,4.50
FUR-TA-10001968,"Bevis Computer Table, with Bottom Storage",Furniture,Tables,1,2,596.05,-218.57,-36.67,69.89,11.73,5.00
FUR-TA-10001980,"Hon Wood Table, Rectangular",Furniture,Tables,2,4,1375.15,-423.19,-30.77,112.53,8.18,4.00
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",Furniture,Tables,6,20,2671.43,-519.94,-19.46,206.84,7.74,3.67
FUR-TA-10002041,"Lesro Computer Table, Fully Assembled",Furniture,Tables,1,6,1676.26,206.20,12.30,111.45,6.65,5.00
FUR-TA-10002065,"Bevis Round Table, Rectangular",Furniture,Tables,4,9,2475.65,-433.33,-17.50,124.10,5.01,5.25
FUR-TA-10002088,"Barricks Coffee Table, Adjustable Height",Furniture,Tables,5,19,2773.69,-73.27,-2.64,218.09,7.86,3.80
FUR-TA-10002093,"Chromcraft Wood Table, Adjustable Height",Furniture,Tables,2,6,1066.37,-58.27,-5.46,256.17,24.02,3.00
FUR-TA-10002095,"Lesro Training Table, Fully Assembled",Furniture,Tables,3,9,1645.95,-689.29,-41.88,125.40,7.62,6.00
FUR-TA-10002101,"Bevis Conference Table, Fully Assembled",Furniture,Tables,1,3,1480.37,333.05,22.50,283.93,19.18,2.00
FUR-TA-10002146,"Hon Coffee Table, with Bottom Storage",Furniture,Tables,3,5,631.80,-358.10,-56.68,86.57,13.70,3.00
FUR-TA-10002153,"Lesro Round Table, with Bottom Storage",Furniture,Tables,2,10,3570.88,90.28,2.53,841.07,23.55,2.50
FUR-TA-10002172,"Hon Conference Table, Rectangular",Furniture,Tables,3,12,3667.01,-2619.31,-71.43,210.23,5.73,3.33
FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,Tables,3,9,2033.50,-456.71,-22.46,109.68,5.39,4.00
FUR-TA-10002235,"Chromcraft Round Table, Adjustable Height",Furniture,Tables,3,7,1752.02,109.40,6.24,166.14,9.48,4.33
FUR-TA-10002256,"Hon Wood Table, Fully Assembled",Furniture,Tables,3,9,3335.33,170.39,5.11,421.89,12.65,3.67
FUR-TA-10002341,"Barricks Computer Table, Fully Assembled",Furniture,Tables,1,4,1917.24,517.56,27.00,104.29,5.44,6.00
FUR-TA-10002351,"Hon Training Table, Adjustable Height",Furniture,Tables,1,2,669.78,214.32,32.00,63.15,9.43,5.00
FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Furniture,Tables,6,15,2542.47,-445.60,-17.53,252.07,9.91,2.33
FUR-TA-10002411,"Hon Round Table, with Bottom Storage",Furniture,Tables,2,9,2785.92,-1764.67,-63.34,250.86,9.00,3.00
FUR-TA-10002433,"Chromcraft Computer Table, with Bottom Storage",Furniture,Tables,3,13,2690.14,-691.94,-25.72,281.84,10.48,4.00
FUR-TA-10002467,"Lesro Conference Table, Adjustable Height",Furniture,Tables,4,12,6104.36,635.96,10.42,499.36,8.18,4.00
FUR-TA-10002482,"Bevis Wood Table, Fully Assembled",Furniture,Tables,2,2,392.40,-214.04,-54.55,15.85,4.04,4.50
FUR-TA-10002487,"Bevis Training Table, with Bottom Storage",Furniture,Tables,1,3,401.98,-140.72,-35.01,93.76,23.32,0.00
FUR-TA-10002497,"Chromcraft Computer Table, Adjustable Height",Furniture,Tables,2,10,3988.30,1715.50,43.01,353.30,8.86,3.50
FUR-TA-10002519,"Lesro Conference Table, with Bottom Storage",Furniture,Tables,3,10,3944.87,-171.53,-4.35,453.09,11.49,3.67
FUR-TA-10002523,"Barricks Training Table, Rectangular",Furniture,Tables,1,9,2842.83,255.69,8.99,197.22,6.94,5.00
FUR-TA-10002527,"Barricks Round Table, Fully Assembled",Furniture,Tables,3,9,2826.75,-930.57,-32.92,373.62,13.22,1.67
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,7,30,3457.44,-392.56,-11.35,403.70,11.68,4.14
FUR-TA-10002533,BPI Conference Tables,Furniture,Tables,5,26,2241.87,-795.98,-35.51,376.89,16.81,3.00
FUR-TA-10002544,"Barricks Training Table, Fully Assembled",Furniture,Tables,1,2,319.77,-76.77,-24.01,43.37,13.56,4.00
FUR-TA-10002557,"Barricks Conference Table, Rectangular",Furniture,Tables,1,1,588.02,-27.16,-4.62,36.25,6.16,5.00
FUR-TA-10002568,"Chromcraft Coffee Table, Rectangular",Furniture,Tables,2,5,701.35,-450.05,-64.17,43.02,6.13,6.50
FUR-TA-10002571,"Chromcraft Coffee Table, Adjustable Height",Furniture,Tables,2,9,1534.90,-137.48,-8.96,127.92,8.33,4.50
FUR-TA-10002582,"Barricks Coffee Table, Rectangular",Furniture,Tables,1,3,179.44,-394.82,-220.03,18.27,10.18,7.00
FUR-TA-10002607,KI Conference Tables,Furniture,Tables,8,44,2140.90,-479.21,-22.38,211.71,9.89,3.75
FUR-TA-10002611,"Barricks Computer Table, with Bottom Storage",Furniture,Tables,1,5,1280.08,-208.02,-16.25,104.63,8.17,4.00
FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,4,12,1436.24,-143.62,-10.00,180.29,12.55,3.75
FUR-TA-10002638,"Barricks Wood Table, Rectangular",Furniture,Tables,1,2,545.37,-298.41,-54.72,68.60,12.58,6.00
FUR-TA-10002645,Hon Rectangular Conference Tables,Furniture,Tables,4,20,3481.52,-295.81,-8.50,269.34,7.74,4.75
FUR-TA-10002650,"Hon Wood Table, with Bottom Storage",Furniture,Tables,1,4,2125.32,148.68,7.00,234.67,11.04,4.00
FUR-TA-10002699,"Hon Round Table, Rectangular",Furniture,Tables,1,3,1232.35,107.80,8.75,93.92,7.62,6.00
FUR-TA-10002774,Laminate Occasional Tables,Furniture,Tables,3,18,2096.17,-206.54,-9.85,189.83,9.06,4.67
FUR-TA-10002786,"Lesro Computer Table, Fully Assembled",Furniture,Tables,2,13,3919.31,132.41,3.38,393.29,10.03,2.50
FUR-TA-10002789,"Hon Coffee Table, with Bottom Storage",Furniture,Tables,1,3,616.01,142.16,23.08,57.04,9.26,5.00
FUR-TA-10002797,"Chromcraft Round Table, Adjustable Height",Furniture,Tables,3,4,1116.91,-9.41,-0.84,157.45,14.10,3.00
FUR-TA-10002827,"Hon Computer Table, Fully Assembled",Furniture,Tables,3,14,3192.67,427.67,13.40,813.55,25.48,4.00
FUR-TA-10002833,"Lesro Training Table, Rectangular",Furniture,Tables,3,16,2152.27,-1726.13,-80.20,114.22,5.31,4.33
